Dev ID,Family,Module Name,Location,Description
143055922 [85],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/0
143055922 [135],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/24
143055922 [62],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/15
143055922 [42],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/20
143055922 [132],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/26
143055922 [73],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/9
143055922 [41],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/18
143055922 [109],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/7
143055922 [101],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/2
143055922 [24],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/5
143055922 [115],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/13
143055922 [92],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/22
143055922 [80],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/21
143055922 [15],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/16
143055922 [122],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/8
143055922 [57],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/3
143055922 [94],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/4
143055922 [3],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/11
143055922 [108],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/19
143055923 [45],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/25
143055923 [52],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/23
143055923 [72],Cisco NCS 1002,N/A,0/0,CPU Module - Up Main Board
143055923 [1],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/14
143055923 [112],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/17
143055923 [35],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/20
143055923 [10],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/10
143055923 [21],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/0
143055923 [6],Cisco NCS 1002,N/A,0/0,Motherboard Module- Low Main Board
143055923 [133],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/11
143055923 [8],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/19
143055923 [117],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/16
143055923 [54],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/21
143055923 [106],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/13
143055923 [33],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/9
143055923 [44],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/12
143055923 [60],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/15
143055923 [132],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/24
143055923 [79],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/22
143055923 [24],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/2
143055923 [76],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/5
143055923 [99],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/3
143055923 [86],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/8
143055923 [118],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/1
143055923 [98],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/7
143055923 [55],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/26
143055923 [39],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/18
143055923 [107],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/6
143055923 [136],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/4
143055923 [4],Cisco NCS 1002,N/A,0/0,Parent Module for the OpticsContainer0/0/0/27
143055945 [17],Cisco NCS 1002,N/A,0/0,Motherboard Module- Low Main Board
143055945 [38],Cisco NCS 1002,N/A,0/0,CPU Module - Up Main Board
143055946 [47],Cisco NCS 1002,N/A,0/0,Motherboard Module- Low Main Board
143055946 [73],Cisco NCS 1002,N/A,0/0,CPU Module - Up Main Board
7688715 [49],Cisco NCS 1002,ONS-CFP2-WDM,0/0-CFP2 1 Container ,Cisco 100GE CFP2 Pluggable Optics
7688715 [2],Cisco NCS 1002,ONS-CFP2-WDM,0/0-CFP2 2 Container,Cisco 100GE CFP2 Pluggable Optics
7688715 [30],Cisco NCS 1002,ONS-CFP2-WDM,0/0-CFP2 3 Container,Cisco 100GE CFP2 Pluggable Optics
7688715 [53],Cisco NCS 1002,ONS-CFP2-WDM,0/0-CFP2 5 Container ,Cisco 100GE CFP2 Pluggable Optics
7688715 [39],Cisco NCS 1002,ONS-CFP2-WDM,0/0-CFP2 7 Container,Cisco 100GE CFP2 Pluggable Optics
7688710 [67],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [108],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [36],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [28],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
7688710 [70],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [109],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [101],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688710 [27],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688710 [75],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [59],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [51],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
7688710 [84],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [60],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [106],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [1],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
7688710 [11],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
7688710 [63],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [43],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [93],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688710 [73],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688710 [4],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
7688710 [42],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688710 [74],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
7688710 [83],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
7688710 [89],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
7688710 [114],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [81],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [102],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
7688713 [90],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [84],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688713 [33],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
7688713 [85],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [119],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
7688713 [105],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [28],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
7688713 [57],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [21],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688713 [91],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [44],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [69],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
7688713 [75],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [56],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688713 [14],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [26],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
7688713 [100],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [41],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [118],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688713 [81],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688713 [54],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [67],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [109],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
7688713 [48],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
7688713 [72],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [31],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688713 [71],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
7688713 [65],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
7688715 [35],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [66],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [58],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
7688715 [51],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [19],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [4],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
7688715 [34],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688715 [67],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [83],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [57],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
7688715 [50],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
7688715 [74],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [18],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [23],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [12],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [80],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688715 [6],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688715 [45],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
7688715 [20],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [52],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [9],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
7688715 [13],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
7688715 [42],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
7688715 [54],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
7688715 [1],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
7688715 [47],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688715 [8],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
7688715 [15],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [105],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [51],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055922 [129],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055922 [19],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
143055922 [74],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [58],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
143055922 [96],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
143055922 [9],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
143055922 [75],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [98],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055922 [123],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
143055922 [113],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [34],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [12],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
143055922 [72],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055922 [50],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [104],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055922 [22],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
143055922 [79],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [130],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [83],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [86],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [17],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
143055922 [76],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [60],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [100],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055922 [95],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
143055922 [93],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [32],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
143055923 [20],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
143055923 [81],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [93],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [82],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [103],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [123],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
143055923 [30],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
143055923 [110],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [43],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
143055923 [73],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [88],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055923 [80],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [85],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [65],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [91],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055923 [100],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [70],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [126],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
143055923 [31],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
143055923 [135],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [57],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [102],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055923 [122],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055923 [18],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055923 [2],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055923 [56],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
143055923 [37],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
143055945 [34],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
143055945 [71],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055945 [55],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055945 [63],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [24],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [45],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [8],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [26],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055945 [20],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
143055945 [42],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [50],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
143055945 [5],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [28],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [7],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
143055945 [67],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [23],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [64],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
143055945 [35],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
143055945 [33],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [25],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
143055945 [58],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055945 [60],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [21],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055945 [51],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [70],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
143055945 [59],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
143055945 [47],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055945 [75],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [4],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [64],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [75],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PORT 05 CFP2 firmware
143055946 [59],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 13 CFP2 firmware
143055946 [14],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055946 [78],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 
143055946 [61],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control FPGA Up Main board
143055946 [79],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [10],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [80],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055946 [34],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [22],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [49],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055946 [15],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [71],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [5],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Upper board slice 1 coherent DSP
143055946 [38],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [55],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [7],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Niyantaa Control Backup FPGA Up Main board
143055946 [24],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 06 CFP2 firmware
143055946 [60],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Port 12 CFP2 firmware
143055946 [69],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [46],Cisco NCS 1002,NCS1002-K9,0/0-CPU Module - Up Main Board,Network Convergence System 1002 20 QSFP28/QSFP+ slots
143055946 [9],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [21],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module 1
143055946 [52],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,PCI Module
143055946 [74],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
143055946 [57],Cisco NCS 1002,N/A,0/0-CPU Module - Up Main Board,Sensor Module
7688710 [47],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [96],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688710 [16],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [17],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [3],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [116],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
7688710 [45],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
7688710 [99],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688710 [61],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
7688710 [82],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
7688710 [111],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [6],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [21],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
7688710 [110],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [91],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [32],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [12],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [98],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
7688710 [79],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
7688710 [14],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [26],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
7688710 [71],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
7688710 [2],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
7688710 [115],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
7688710 [31],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [55],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688710 [5],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [34],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
7688713 [116],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
