Dev ID,Family,Module Name,Location,Description
7688713 [10],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
7688713 [4],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688713 [93],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
7688713 [42],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [58],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [120],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
7688713 [107],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [97],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
7688713 [36],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [68],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [35],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
7688713 [104],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [61],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [19],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [29],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [80],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [38],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
7688713 [94],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [92],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [24],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688713 [102],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688713 [79],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
7688713 [95],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
7688713 [6],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
7688713 [83],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [10],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
7688715 [82],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
7688715 [21],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
7688715 [69],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688715 [17],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [26],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
7688715 [46],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
7688715 [44],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [11],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
7688715 [61],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [59],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
7688715 [72],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [62],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [14],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
7688715 [55],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [29],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [48],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
7688715 [64],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [84],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [56],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [27],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
7688715 [16],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
7688715 [65],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [85],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
7688715 [79],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [24],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
7688715 [36],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [119],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [10],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [21],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [44],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [110],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [16],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [20],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
143055922 [59],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055922 [1],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
143055922 [90],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [18],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
143055922 [66],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
143055922 [88],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055922 [31],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [125],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [139],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
143055922 [52],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [102],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
143055922 [114],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [65],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [138],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
143055922 [5],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [30],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055922 [107],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055922 [116],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
143055922 [124],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055922 [38],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
143055923 [104],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [28],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
143055923 [94],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
143055923 [75],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [19],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [113],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
143055923 [22],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
143055923 [97],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
143055923 [38],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055923 [63],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [9],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [111],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [5],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [62],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
143055923 [131],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055923 [83],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
143055923 [26],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
143055923 [125],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [46],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [138],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [48],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055923 [64],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [27],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [124],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [92],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055923 [115],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055923 [101],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
143055945 [11],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [61],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055945 [32],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [30],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [57],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [15],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
143055945 [81],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
143055945 [41],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [46],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [18],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [77],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [48],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055945 [12],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
143055945 [66],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [56],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [9],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [44],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [14],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
143055945 [37],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055945 [43],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055945 [53],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
143055945 [19],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [78],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
143055945 [4],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
143055945 [76],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055945 [29],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
143055945 [6],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
143055946 [39],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control FPGA Low Main Board
143055946 [12],Cisco NCS 1002,N/A,0/0-Low Main Board,Port CFP2 firmware
143055946 [25],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [68],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 1
143055946 [19],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [81],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055946 [30],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [53],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [45],Cisco NCS 1002,N/A,0/0-Low Main Board,Storage Module - SPI
143055946 [72],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [77],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [62],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055946 [32],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [13],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [11],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [28],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [35],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [37],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [18],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 27 CFP2 firmware
143055946 [16],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 26 CFP2 firmware
143055946 [63],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [27],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module 
143055946 [76],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 4 coherent DSP
143055946 [70],Cisco NCS 1002,N/A,0/0-Low Main Board,Niyantaa Control Backup FPGA Low Main board
143055946 [40],Cisco NCS 1002,N/A,0/0-Low Main Board,Sensor Module
143055946 [3],Cisco NCS 1002,N/A,0/0-Low Main Board,Port 20 CFP2 firmware
143055946 [50],Cisco NCS 1002,N/A,0/0-Low Main Board,Lower board slice 3 coherent DSP
143055922 [131],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/0,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [13],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/0,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
7688713 [101],Cisco NCS 1002,QSFP-100G-CWDM4-S,0/0-Optics0/0/0/11,Cisco 100G QSFP28 CWDM4 Pluggable Optics Module
143055922 [128],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/12,Cisco CFP2 DWDM Pluggable Optics
143055923 [12],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/12,Cisco CFP2 DWDM Pluggable Optics
143055922 [112],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/13,Cisco CFP2 DWDM Pluggable Optics
143055923 [134],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/13,Cisco CFP2 DWDM Pluggable Optics
143055922 [63],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/20,Cisco CFP2 DWDM Pluggable Optics
143055923 [67],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/20,Cisco CFP2 DWDM Pluggable Optics
143055922 [47],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/22,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [51],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/22,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [64],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/23,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [89],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/23,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [55],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/24,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [59],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-Optics0/0/0/24,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [136],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/26,Cisco CFP2 DWDM Pluggable Optics
143055923 [36],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/26,Cisco CFP2 DWDM Pluggable Optics
143055922 [37],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/27,Cisco CFP2 DWDM Pluggable Optics
143055923 [127],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/27,Cisco CFP2 DWDM Pluggable Optics
7688713 [76],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055922 [70],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055923 [25],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055922 [35],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/6,Cisco CFP2 DWDM Pluggable Optics
143055923 [128],Cisco NCS 1002,ONS-CFP2-WDM,0/0-Optics0/0/0/6,Cisco CFP2 DWDM Pluggable Optics
143055922 [36],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/0,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [61],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/0,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
7688713 [98],Cisco NCS 1002,QSFP-100G-CWDM4-S,0/0-OpticsContainer0/0/0/11,Cisco 100G QSFP28 CWDM4 Pluggable Optics Module
143055922 [26],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/12,Cisco CFP2 DWDM Pluggable Optics
143055923 [3],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/12,Cisco CFP2 DWDM Pluggable Optics
143055922 [106],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/13,Cisco CFP2 DWDM Pluggable Optics
143055923 [84],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/13,Cisco CFP2 DWDM Pluggable Optics
143055922 [53],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/20,Cisco CFP2 DWDM Pluggable Optics
143055923 [15],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/20,Cisco CFP2 DWDM Pluggable Optics
143055922 [89],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/22,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [66],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/22,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [23],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/23,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [74],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/23,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [33],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/24,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055923 [68],Cisco NCS 1002,QSFP-100G-LR4-S,0/0-OpticsContainer0/0/0/24,Cisco 100G QSFP28 LR4-S Pluggable Optics Module
143055922 [126],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/26,Cisco CFP2 DWDM Pluggable Optics
143055923 [41],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/26,Cisco CFP2 DWDM Pluggable Optics
143055922 [45],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/27,Cisco CFP2 DWDM Pluggable Optics
143055923 [120],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/27,Cisco CFP2 DWDM Pluggable Optics
7688713 [112],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055922 [11],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055923 [119],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/5,Cisco CFP2 DWDM Pluggable Optics
143055922 [13],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/6,Cisco CFP2 DWDM Pluggable Optics
143055923 [96],Cisco NCS 1002,ONS-CFP2-WDM,0/0-OpticsContainer0/0/0/6,Cisco CFP2 DWDM Pluggable Optics
7688710 [22],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/12,Optical Channel Module
7688713 [70],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/12,Optical Channel Module
143055922 [8],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/12,Optical Channel Module
143055923 [116],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/12,Optical Channel Module
7688710 [72],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/13,Optical Channel Module
7688713 [15],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/13,Optical Channel Module
143055922 [78],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/13,Optical Channel Module
143055923 [137],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/13,Optical Channel Module
7688710 [20],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/19,Optical Channel Module
7688713 [45],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/19,Optical Channel Module
143055922 [40],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/19,Optical Channel Module
143055923 [49],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/19,Optical Channel Module
7688710 [94],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/20,Optical Channel Module
7688713 [64],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/20,Optical Channel Module
143055922 [68],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/20,Optical Channel Module
143055923 [40],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/20,Optical Channel Module
7688710 [100],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/26,Optical Channel Module
7688713 [8],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/26,Optical Channel Module
143055922 [6],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/26,Optical Channel Module
143055923 [11],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/26,Optical Channel Module
7688710 [85],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/27,Optical Channel Module
7688713 [96],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/27,Optical Channel Module
143055922 [56],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/27,Optical Channel Module
143055923 [129],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/27,Optical Channel Module
7688710 [80],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/5,Optical Channel Module
7688713 [60],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/5,Optical Channel Module
143055922 [2],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/5,Optical Channel Module
143055923 [47],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/5,Optical Channel Module
7688710 [78],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/6,Optical Channel Module
7688713 [52],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/6,Optical Channel Module
143055922 [4],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/6,Optical Channel Module
143055923 [105],Cisco NCS 1002,N/A,0/0-OpticsCtlr0/0/0/6,Optical Channel Module
7688715 [86],Cisco NCS 1002,ONS-CFP2-WDM,0/0-PORT-12,Cisco 100GE CFP2 Pluggable Optics
7688715 [71],Cisco NCS 1002,ONS-CFP2-WDM,0/0-PORT-13,Cisco 100GE CFP2 Pluggable Optics
7688715 [76],Cisco NCS 1002,ONS-CFP2-WDM,0/0-PORT-20,Cisco 100GE CFP2 Pluggable Optics
7688715 [41],Cisco NCS 1002,ONS-CFP2-WDM,0/0-PORT-27,Cisco 100GE CFP2 Pluggable Optics
7688715 [68],Cisco NCS 1002,ONS-CFP2-WDM,0/0-PORT-6,Cisco 100GE CFP2 Pluggable Optics
7688710 [24],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
7688713 [50],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
143055922 [67],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
143055923 [42],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
143055945 [39],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
143055946 [66],Cisco NCS 1002,NCS1K-FTA,0/FT0,Network Convergence System 1000 Fan
7688710 [52],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
7688713 [12],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
143055922 [97],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
143055923 [90],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
143055945 [79],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
143055946 [20],Cisco NCS 1002,NCS1K-FTA,0/FT1,Network Convergence System 1000 Fan
7688710 [39],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
7688713 [62],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
143055922 [117],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
143055923 [7],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
143055945 [74],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
143055946 [23],Cisco NCS 1002,NCS1K-FTA,0/FT2,Network Convergence System 1000 Fan
7688710 [35],Cisco NCS 1002,N/A,0/PM0,FPD Module
7688710 [29],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
7688713 [113],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
7688713 [53],Cisco NCS 1002,N/A,0/PM0,FPD Module
143055922 [43],Cisco NCS 1002,N/A,0/PM0,FPD Module
143055922 [25],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
143055923 [114],Cisco NCS 1002,N/A,0/PM0,FPD Module
143055923 [77],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
143055945 [80],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
143055945 [69],Cisco NCS 1002,N/A,0/PM0,FPD Module
143055946 [54],Cisco NCS 1002,NCS1K-2KW-AC,0/PM0,Network Convergence System 1000 2KW AC PSU
143055946 [31],Cisco NCS 1002,N/A,0/PM0,FPD Module
7688710 [68],Cisco NCS 1002,N/A,0/PM1,FPD Module
7688710 [50],Cisco NCS 1002,NCS1K-2KW-AC,0/PM1,Network Convergence System 1000 2KW AC PSU
7688713 [99],Cisco NCS 1002,N/A,0/PM1,FPD Module
